date,ABEV3,ALPA4,ARZZ3,ASAI3,AZUL4,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRFS3,BRKM5,CASH3,CBAV3,CCRO3,CIEL3,CMIG4,CMIN3,COGN3,CPFE3,CPLE6,CRFB3,CSAN3,CSMG3,CSNA3,CVCB3,CYRE3,DIRR3,DXCO3,ECOR3,EGIE3,ELET3,ELET6,EMBR3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GMAT3,GOAU4,GOLL4,HAPV3,HYPE3,IGTI11,IRBR3,ITSA4,ITUB4,JBSS3,KLBN11,LREN3,LWSA3,MDIA3,MGLU3,MOVI3,MRFG3,MRVE3,MULT3,NTCO3,PCAR3,PETR3,PETR4,PETZ3,PRIO3,PSSA3,QUAL3,RADL3,RAIL3,RAIZ4,RDOR3,RECV3,RENT3,RRRP3,SANB11,SBSP3,SIMH3,SLCE3,SMTO3,SOMA3,STBP3,SUZB3,TAEE11,TIMS3,TOTS3,TRPL4,UGPA3,USIM5,VALE3,VAMO3,VBBR3,VIVA3,VIVT3,WEGE3,YDUQ3
2022-01-24,13.270576477050781,28.727821350097656,70.24674224853516,11.871807098388672,26.43000030517578,12.181787490844727,26.923477172851562,14.162602424621582,17.179262161254883,16.298383712768555,8.806008338928223,20.51653289794922,21.08648109436035,23.459999084472656,48.015464782714844,27.200000762939453,14.560267448425293,11.505946159362793,1.8248488903045654,7.390531063079834,4.906708240509033,2.380000114440918,22.799026489257812,5.772528648376465,14.471795082092285,19.596641540527344,10.165512084960938,20.337182998657227,11.57167911529541,14.189888954162598,10.633068084716797,11.39816665649414,7.260919570922852,34.03969955444336,32.45622634887695,30.369531631469727,20.639999389648438,12.75,38.02157211303711,20.920162200927734,18.731548309326172,15.913002014160156,21.354066848754883,5.940000057220459,8.256387710571289,16.420000076293945,11.34000015258789,27.25127601623535,18.04917335510254,78.65776062011719,7.085439682006836,20.655607223510742,31.800033569335938,21.002756118774414,24.104150772094727,8.465635299682617,20.582551956176758,5.976716041564941,13.636351585388184,19.083894729614258,11.506967544555664,18.344684600830078,23.017091751098633,20.6041259765625,16.81894302368164,15.445685386657715,15.803242683410645,23.132844924926758,16.88823127746582,15.642990112304688,19.743900299072266,16.555036544799805,5.561664581298828,39.46597671508789,17.802804946899414,50.81914520263672,34.96717071533203,27.00269317626953,33.767601013183594,8.776439666748047,18.197879791259766,33.77736282348633,11.667989730834961,5.3003621101379395,54.27788162231445,31.793132781982422,11.509833335876465,25.203418731689453,21.120140075683594,12.631343841552734,14.696527481079102,71.97281646728516,10.340187072753906,19.2171573638916,22.359304428100586,42.87693405151367,28.666658401489258,19.214405059814453
2022-01-25,13.604598045349121,28.26817512512207,73.6396713256836,12.128174781799316,26.920000076293945,12.424304008483887,27.619108200073242,14.652632713317871,17.86482048034668,16.454124450683594,8.815058708190918,21.3804874420166,21.282819747924805,23.25,47.948177337646484,27.5,14.706787109375,11.620718002319336,1.9405708312988281,7.477005958557129,5.067928314208984,2.4700000286102295,23.499252319335938,5.944074630737305,14.96548080444336,19.877241134643555,10.413858413696289,19.921659469604492,11.772133827209473,14.95938491821289,11.130105018615723,11.575603485107422,7.428859233856201,34.1872444152832,33.15777587890625,30.757108688354492,20.760000228881836,12.890000343322754,38.61191177368164,21.32395362854004,19.545549392700195,16.448619842529297,21.039134979248047,5.949999809265137,8.213423728942871,16.84000015258789,12.020000457763672,27.62638282775879,18.556928634643555,81.64476776123047,7.264440536499023,21.401233673095703,31.99480438232422,20.77738380432129,25.156614303588867,9.010846138000488,21.244455337524414,6.285371780395508,14.033964157104492,19.1976318359375,12.035249710083008,19.025150299072266,23.09659767150879,20.997522354125977,17.377147674560547,15.948457717895508,16.688383102416992,23.841705322265625,17.050790786743164,16.818864822387695,20.308012008666992,16.744178771972656,5.606881618499756,41.06949234008789,18.4822998046875,52.8378791809082,36.77853012084961,28.5655517578125,33.94858169555664,9.20196533203125,18.59322166442871,34.11179733276367,12.158241271972656,5.615755081176758,52.870121002197266,31.75137710571289,11.64450454711914,25.72015953063965,20.99765396118164,13.147483825683594,14.624131202697754,72.1358642578125,10.759761810302734,19.692554473876953,22.741600036621094,43.20689010620117,28.95428466796875,20.37118911743164
2022-01-26,13.541404724121094,28.557952880859375,77.62966918945312,12.108454704284668,27.389999389648438,12.853370666503906,27.352880477905273,14.660663604736328,17.88095474243164,16.4619140625,8.679303169250488,21.978607177734375,21.274965286254883,22.81999969482422,45.948734283447266,29.399999618530273,15.338645935058594,11.859827995300293,1.9494727849960327,7.43665075302124,5.067928314208984,2.549999952316284,23.490915298461914,5.901188373565674,15.149404525756836,20.30266571044922,10.463525772094727,20.38422203063965,12.346161842346191,15.582310676574707,11.45850658416748,12.167058944702148,7.409101963043213,34.11781311035156,34.20034408569336,31.467668533325195,20.329999923706055,13.069999694824219,39.13768005371094,21.304725646972656,20.09453010559082,16.535009384155273,21.415515899658203,5.989999771118164,8.313674926757812,17.139999389648438,12.550000190734863,28.057748794555664,19.05510139465332,81.3958511352539,7.339025020599365,21.632017135620117,30.994409561157227,20.84672737121582,25.845836639404297,8.961280822753906,20.791095733642578,6.313432216644287,14.765936851501465,18.750797271728516,12.55392837524414,19.342079162597656,23.613388061523438,20.97785186767578,17.886812210083008,16.373878479003906,17.911666870117188,23.55217170715332,17.412038803100586,16.96343994140625,20.655881881713867,16.793956756591797,5.6249680519104,42.604984283447266,18.6453800201416,54.85661697387695,36.187870025634766,28.72183609008789,34.510581970214844,9.512242317199707,18.601287841796875,34.1210823059082,13.344650268554688,5.843539714813232,51.8725700378418,31.53424644470215,11.38414192199707,26.334400177001953,21.023900985717773,13.419631004333496,14.787023544311523,72.34182739257812,11.160689353942871,19.619413375854492,24.5256404876709,42.609397888183594,29.47201156616211,20.39079475402832
2022-01-27,13.902508735656738,30.186695098876953,75.50672149658203,12.37468147277832,27.59000015258789,13.48764419555664,27.730754852294922,14.757064819335938,17.96967124938965,17.435300827026367,8.615950584411621,22.899526596069336,21.20428466796875,23.100000381469727,44.70869445800781,29.5,15.118868827819824,12.194581985473633,1.9138660430908203,7.551948070526123,4.990822792053223,2.5299999713897705,23.590946197509766,6.021269798278809,16.020612716674805,21.144460678100586,10.604253768920898,20.525344848632812,12.601285934448242,15.89377498626709,11.875662803649902,12.817658424377441,7.705466270446777,34.46498107910156,34.00547409057617,31.412302017211914,20.06999969482422,13.199999809265137,39.266815185546875,21.53546142578125,20.43527603149414,16.915124893188477,21.476970672607422,6.159999847412109,8.378122329711914,17.610000610351562,12.119999885559082,28.104637145996094,18.978458404541016,80.40018463134766,7.435983180999756,21.738534927368164,31.23344612121582,21.297468185424805,26.01348114013672,9.139714241027832,21.190053939819336,6.7530341148376465,14.793046951293945,18.190223693847656,12.966950416564941,19.85476303100586,22.8481388092041,21.361412048339844,17.95476722717285,16.378713607788086,17.414396286010742,23.771818161010742,18.05324935913086,17.146568298339844,21.04135513305664,16.584901809692383,5.652097702026367,42.77019500732422,18.391698837280273,54.75236892700195,36.73915481567383,29.425119400024414,35.24403381347656,9.503378868103027,18.37134552001953,33.96316146850586,14.08983325958252,5.904865741729736,54.529598236083984,31.40062713623047,11.491878509521484,27.221641540527344,21.120140075683594,14.189146995544434,14.714627265930176,72.5048828125,11.104744911193848,20.570219039916992,24.613861083984375,43.429840087890625,31.063539505004883,21.09663200378418
2022-01-28,13.478212356567383,28.727821350097656,74.94755554199219,12.207056999206543,27.049999237060547,13.748815536499023,27.902515411376953,14.9418306350708,18.227760314941406,17.66112518310547,8.615950584411621,22.14000701904297,21.298526763916016,22.850000381469727,48.06352996826172,28.299999237060547,15.476007461547852,12.175453186035156,2.029588222503662,7.511593341827393,5.011851787567139,2.5199999809265137,23.67430877685547,6.098465919494629,16.01093864440918,21.008686065673828,10.678756713867188,20.125499725341797,12.437277793884277,15.719721794128418,11.973294258117676,12.859904289245605,7.656071662902832,34.83818054199219,34.521888732910156,31.956758499145508,19.809999465942383,12.670000076293945,39.68190002441406,21.775814056396484,20.31222915649414,17.09654426574707,21.561466217041016,6.239999771118164,8.370962142944336,17.010000228881836,12.399999618530273,28.160905838012695,18.691049575805664,79.90235137939453,7.510565757751465,22.00483512878418,31.923978805541992,21.748210906982422,26.218387603759766,9.100062370300293,21.063112258911133,6.276019096374512,14.630386352539062,18.336462020874023,12.74603271484375,19.826799392700195,21.367334365844727,21.282733917236328,17.42083168029785,15.730912208557129,16.96685218811035,23.80177116394043,17.87262535095215,17.223674774169922,21.342222213745117,15.688958168029785,5.769662857055664,42.75075149536133,18.183320999145508,54.439605712890625,37.152618408203125,28.652374267578125,34.767765045166016,9.671814918518066,18.47623062133789,34.24184799194336,13.981978416442871,5.843539714813232,55.284751892089844,31.550949096679688,11.662460327148438,27.085142135620117,21.11138916015625,14.2266845703125,14.488387107849121,71.79261016845703,11.170013427734375,20.77134895324707,24.457021713256836,43.58143615722656,30.315710067749023,21.15544891357422
2022-01-31,13.514322280883789,29.057567596435547,77.51593017578125,12.354962348937988,29.209999084472656,13.636885643005371,28.048513412475586,15.102490425109863,18.38906478881836,18.019330978393555,8.634051322937012,22.82357406616211,21.07077407836914,22.329999923706055,47.26567077636719,29.100000381469727,15.87893295288086,12.433691024780273,2.047391176223755,7.569242000579834,4.892689228057861,2.5799999237060547,24.116117477416992,6.158506870269775,16.136777877807617,21.51557731628418,10.885709762573242,20.023578643798828,13.175313949584961,16.012863159179688,12.204063415527344,12.6317720413208,7.824011325836182,35.32421875,34.38547897338867,31.81833267211914,20.309999465942383,13.210000038146973,40.1707763671875,22.073848724365234,20.23650550842285,17.468019485473633,21.38479232788086,6.110000133514404,8.285032272338867,18.290000915527344,12.65999984741211,29.173683166503906,19.02635955810547,81.3958511352539,7.600068092346191,22.48417091369629,31.065237045288086,21.73087501525879,26.190448760986328,9.615533828735352,20.972440719604492,6.547263145446777,14.892449378967285,18.263341903686523,12.88050365447998,20.04119300842285,22.5599308013916,22.25638771057129,17.119888305664062,15.639060020446777,17.71275520324707,23.881641387939453,17.908748626708984,17.73450469970703,21.77470588684082,15.549589157104492,5.805834770202637,43.07146453857422,18.4822998046875,55.53901290893555,37.64483642578125,28.739198684692383,35.586952209472656,9.8136568069458,18.548847198486328,34.130374908447266,14.217299461364746,6.115128517150879,55.191524505615234,31.968507766723633,11.91384506225586,28.342876434326172,21.137638092041016,14.179762840270996,14.452189445495605,69.39837646484375,11.449728965759277,20.9359130859375,25.780345916748047,44.30378341674805,30.833433151245117,21.675024032592773
2022-02-01,13.405990600585938,27.049118041992188,76.88094329833984,12.40426254272461,28.81999969482422,13.301094055175781,28.005571365356445,15.102490425109863,18.453588485717773,17.98039436340332,8.199633598327637,23.022947311401367,21.840412139892578,21.6299991607666,49.37085723876953,29.299999237060547,15.81483268737793,12.299788475036621,2.047391176223755,7.644186019897461,5.046900272369385,2.569999933242798,24.199478149414062,6.167084693908691,16.08837890625,21.45221519470215,10.852596282958984,21.034950256347656,13.011305809020996,15.783844947814941,12.159684181213379,12.310696601867676,7.606677532196045,35.4196891784668,33.73265075683594,31.236967086791992,20.68000030517578,13.260000228881836,40.465946197509766,22.064233779907227,19.905227661132812,16.975597381591797,22.06842803955078,6.03000020980835,8.514176368713379,18.329999923706055,12.479999542236328,29.201814651489258,18.49944305419922,82.64043426513672,7.614984512329102,22.641969680786133,30.967853546142578,21.358144760131836,25.128671646118164,9.883183479309082,21.208189010620117,6.556615829467773,14.838229179382324,18.12523078918457,12.669189453125,19.640369415283203,22.808387756347656,22.571107864379883,17.624698638916016,15.953292846679688,17.85199546813965,23.70193099975586,18.00809097290039,17.42607879638672,21.455041885375977,15.440085411071777,5.78774881362915,43.916954040527344,18.926233291625977,55.60535430908203,36.71946716308594,28.478723526000977,35.26308822631836,9.85798168182373,18.944189071655273,34.72491455078125,14.050613403320312,6.264064311981201,55.60172653198242,31.53424644470215,11.842020988464355,28.216129302978516,20.971406936645508,13.926385879516602,15.013263702392578,73.20855712890625,11.608236312866211,20.634212493896484,25.69212532043457,44.24135971069336,30.737560272216797,21.763254165649414
2022-02-02,13.10807991027832,26.39961814880371,77.71497344970703,12.325380325317383,27.649999618530273,13.17983627319336,27.541812896728516,14.851020812988281,18.12180519104004,17.754568099975586,8.208684921264648,22.206462860107422,22.091720581054688,19.950000762939453,49.06325149536133,28.5,15.924720764160156,12.194581985473633,2.074096441268921,7.511593341827393,5.025871276855469,2.509999990463257,23.64929962158203,6.089888572692871,16.039974212646484,21.388851165771484,10.794650077819824,21.136871337890625,12.236823081970215,15.408257484436035,12.150809288024902,12.031867980957031,7.507889747619629,35.0638427734375,33.011619567871094,30.268020629882812,19.989999771118164,13.220000267028809,40.060089111328125,22.045005798339844,19.469833374023438,16.88920783996582,22.23741912841797,5.920000076293945,8.507017135620117,17.8700008392334,12.489999771118164,28.995506286621094,18.1928768157959,75.17292785644531,7.488191604614258,22.286663055419922,30.808500289916992,21.31480598449707,24.765432357788086,9.367711067199707,20.618820190429688,6.088953971862793,14.684605598449707,17.670272827148438,12.371431350708008,19.575117111206055,21.705236434936523,22.20721435546875,17.30919075012207,15.721242904663086,17.57352066040039,22.993070602416992,17.908748626708984,17.705591201782227,21.586668014526367,15.380355834960938,5.77870512008667,44.305686950683594,18.96247673034668,55.40633010864258,35.882694244384766,27.68861198425293,34.69156265258789,9.93776798248291,18.95629119873047,34.29758834838867,13.825098037719727,6.255302906036377,55.256778717041016,31.517545700073242,11.797131538391113,27.904132843017578,20.971406936645508,13.50408935546875,15.049460411071777,73.6204605102539,11.608236312866211,20.460508346557617,25.48627471923828,44.161102294921875,30.459522247314453,21.567188262939453
2022-02-03,13.053914070129395,25.900005340576172,78.65322875976562,12.325380325317383,27.329999923706055,13.189163208007812,27.730754852294922,15.060073852539062,18.3881893157959,17.855802536010742,7.964324951171875,21.912151336669922,22.107431411743164,19.850000381469727,49.39008331298828,28.5,15.86977481842041,12.137194633483887,1.9494727849960327,7.563477039337158,5.018861770629883,2.5399999618530273,24.032756805419922,6.227125644683838,15.923815727233887,21.397903442382812,10.951933860778809,20.784067153930664,12.491947174072266,15.408257484436035,12.337198257446289,11.955824851989746,7.586920261383057,35.71477508544922,33.4598274230957,30.867847442626953,19.1200008392334,13.359999656677246,40.40137481689453,22.477638244628906,19.35624885559082,16.76826286315918,22.06842803955078,5.639999866485596,8.464052200317383,17.690000534057617,12.609999656677246,29.24870491027832,18.039596557617188,73.43050384521484,7.510565757751465,22.544254302978516,29.98516845703125,21.574846267700195,24.839941024780273,8.663893699645996,20.16545867919922,6.10766077041626,14.440614700317383,16.36226463317871,12.448272705078125,19.575117111206055,21.317644119262695,22.089195251464844,17.12474250793457,15.503697395324707,17.49395751953125,22.703533172607422,17.86359214782715,17.541738510131836,21.304611206054688,15.151391983032227,5.842008590698242,44.830474853515625,18.527599334716797,54.4964714050293,35.931915283203125,27.818851470947266,34.94874572753906,9.893442153930664,18.988563537597656,33.823814392089844,13.530946731567383,6.377957344055176,55.07032012939453,31.701269149780273,12.066473007202148,27.494638442993164,21.023900985717773,13.935770034790039,14.660329818725586,73.58613586425781,11.43108081817627,20.533645629882812,25.103981018066406,44.713993072509766,29.67334747314453,22.037742614746094
2022-02-04,13.00877571105957,25.810073852539062,77.99928283691406,12.719793319702148,26.3700008392334,13.17983627319336,27.67922592163086,15.092238426208496,18.5092716217041,17.777931213378906,8.181532859802246,21.712778091430664,22.57863426208496,18.75,51.99512481689453,28.799999237060547,15.933876991271973,11.87895679473877,2.074096441268921,7.384767055511475,4.990822792053223,2.490000009536743,23.590946197509766,6.2013936042785645,15.29460620880127,21.099201202392578,11.100939750671387,20.87814712524414,11.854138374328613,14.638761520385742,11.840160369873047,11.634749412536621,7.102859020233154,35.393646240234375,32.82648468017578,30.600231170654297,18.969999313354492,13.329999923706055,40.023189544677734,23.035253524780273,18.116310119628906,16.750986099243164,22.10683822631836,5.699999809265137,8.449729919433594,17.059999465942383,12.430000305175781,28.967376708984375,17.895891189575195,75.17292785644531,7.659735202789307,22.61532211303711,30.312734603881836,21.99091339111328,24.40219497680664,9.645272254943848,19.947847366333008,5.920596122741699,14.160477638244629,16.508501052856445,11.968015670776367,19.295473098754883,20.88035774230957,21.15488052368164,17.430540084838867,15.774421691894531,17.57352066040039,24.3708553314209,17.321725845336914,16.568269729614258,20.665285110473633,15.19121265411377,5.769662857055664,44.43202209472656,19.3520565032959,54.23109817504883,36.896663665771484,27.992504119873047,34.16766357421875,9.538838386535645,19.113622665405273,34.130374908447266,13.5603609085083,6.307867527008057,56.47807693481445,31.392274856567383,11.949759483337402,27.757884979248047,20.9101619720459,13.626086235046387,14.76892375946045,75.51697540283203,11.207308769226074,20.698211669921875,24.211963653564453,44.33053207397461,29.577468872070312,21.194664001464844
