date,ABEV3,ALPA4,ARZZ3,ASAI3,AURE3,AZUL4,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRFS3,BRKM5,CASH3,CBAV3,CCRO3,CIEL3,CMIG4,CMIN3,COGN3,CPFE3,CPLE6,CRFB3,CSAN3,CSMG3,CSNA3,CVCB3,CYRE3,DIRR3,DXCO3,ECOR3,EGIE3,ELET3,ELET6,EMBR3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GMAT3,GOAU4,GOLL4,HAPV3,HYPE3,IGTI11,IRBR3,ITSA4,ITUB4,JBSS3,KLBN11,LREN3,LWSA3,MDIA3,MGLU3,MOVI3,MRFG3,MRVE3,MULT3,NTCO3,PCAR3,PETR3,PETR4,PETZ3,PRIO3,PSSA3,QUAL3,RADL3,RAIL3,RAIZ4,RDOR3,RECV3,RENT3,RRRP3,SANB11,SBSP3,SIMH3,SLCE3,SMTO3,SOMA3,STBP3,SUZB3,TAEE11,TIMS3,TOTS3,TRPL4,UGPA3,USIM5,VALE3,VAMO3,VBBR3,VIVA3,VIVT3,WEGE3,YDUQ3
2023-01-27,12.971957206726074,12.979999542236328,80.4466323852539,20.934520721435547,12.452080726623535,11.760000228881836,12.301464080810547,36.94231033325195,11.617257118225098,12.952109336853027,31.24574851989746,13.664667129516602,20.78748893737793,28.376548767089844,7.769999980926514,22.899999618530273,11.0,11.69466781616211,11.55528736114502,4.904116630554199,10.02744197845459,4.4541015625,2.1600000858306885,30.310802459716797,7.362400054931641,15.706796646118164,15.906404495239258,12.29391860961914,16.59774398803711,4.733717918395996,14.13844108581543,15.324172973632812,6.927321434020996,4.463806629180908,36.27384567260742,41.03273391723633,41.814048767089844,16.360000610351562,11.970000267028809,40.78485107421875,27.401399612426758,14.354073524475098,13.799433708190918,28.213651657104492,6.920000076293945,11.379769325256348,7.730000019073486,4.599999904632568,43.162235260009766,18.620197296142578,26.559999465942383,7.281290531158447,23.041057586669922,20.28889274597168,17.860349655151367,20.368898391723633,6.3046183586120605,33.298038482666016,4.237013816833496,7.061168193817139,7.984470844268799,6.820000171661377,22.22732162475586,12.9399995803833,19.8799991607666,22.881738662719727,19.795673370361328,6.482719421386719,41.72298812866211,23.116941452026367,5.840906143188477,23.91118049621582,18.466650009155273,3.20790696144104,29.934415817260742,31.364965438842773,57.18391799926758,45.303749084472656,27.05881118774414,52.11737060546875,7.419652462005615,21.585845947265625,23.332584381103516,9.800200462341309,8.361763000488281,44.04985046386719,34.33736801147461,10.724648475646973,28.693458557128906,20.885595321655273,12.839262962341309,8.078896522521973,89.65015411376953,13.597095489501953,15.377655982971191,22.996129989624023,38.5424919128418,36.99456787109375,9.334272384643555
2023-01-30,12.857917785644531,13.25,85.56437683105469,20.695497512817383,12.305585861206055,11.579999923706055,12.456320762634277,37.521549224853516,11.645547866821289,13.018193244934082,31.773916244506836,13.410045623779297,20.621347427368164,28.234664916992188,7.53000020980835,22.719999313354492,10.899999618530273,11.554668426513672,11.594657897949219,4.669693946838379,10.000581741333008,4.471432685852051,2.1600000858306885,30.585525512695312,7.333527565002441,16.032581329345703,15.49055004119873,12.379175186157227,16.688940048217773,4.05220890045166,14.071793556213379,15.090808868408203,6.868863105773926,4.414318561553955,36.2458381652832,40.43661880493164,40.81459045410156,16.34000015258789,11.829999923706055,40.23600769042969,27.115453720092773,14.334301948547363,13.91079330444336,28.344797134399414,6.920000076293945,11.435553550720215,7.5,4.699999809265137,43.37480545043945,18.727319717407227,25.010000228881836,7.3504719734191895,23.050302505493164,19.796581268310547,18.269432067871094,20.301830291748047,6.284792423248291,33.02268981933594,4.078009128570557,7.041444301605225,7.7458319664001465,6.690000057220459,22.47749900817871,13.649999618530273,20.0,22.9529972076416,19.8961181640625,6.77194881439209,41.433448791503906,23.687726974487305,5.821239471435547,23.987239837646484,18.1278133392334,3.0484492778778076,29.95412826538086,30.718263626098633,56.853492736816406,44.57526779174805,26.945518493652344,52.56464767456055,7.4395976066589355,22.028892517089844,23.6121883392334,10.047181129455566,8.323755264282227,45.22242736816406,34.27153778076172,10.875170707702637,29.206193923950195,20.739030838012695,12.584633827209473,8.078896522521973,89.33038330078125,13.644904136657715,15.22397518157959,23.281003952026367,38.70463943481445,36.448081970214844,9.52194595336914
2023-01-31,12.981460571289062,13.609999656677246,85.06910705566406,19.570091247558594,12.541605949401855,11.850000381469727,12.543428421020508,37.42041015625,11.900146484375,13.23531723022461,31.673307418823242,13.193145751953125,21.188188552856445,28.287870407104492,7.960000038146973,23.329999923706055,11.100000381469727,11.8533353805542,11.574972152709961,4.697824954986572,10.260222434997559,4.62741231918335,2.380000114440918,30.475637435913086,7.477888584136963,16.239900588989258,15.783538818359375,12.48148250579834,16.8713321685791,4.144305229187012,14.452628135681152,15.528364181518555,7.346273422241211,4.493499279022217,36.740692138671875,40.38694381713867,40.81459045410156,16.350000381469727,12.0,39.89534378051758,27.628183364868164,14.482587814331055,14.36551570892334,28.624570846557617,6.840000152587891,11.547120094299316,7.659999847412109,5.150000095367432,44.83384323120117,19.087650299072266,26.1299991607666,7.376414775848389,23.410749435424805,19.010778427124023,18.129972457885742,20.723386764526367,6.354182720184326,33.652069091796875,4.143482208251953,7.445785045623779,7.656342029571533,7.019999980926514,22.891254425048828,14.550000190734863,20.719999313354492,23.32512092590332,20.14337158203125,7.220752239227295,42.03248596191406,24.639041900634766,6.204733371734619,23.606943130493164,18.317161560058594,3.0859689712524414,31.44247055053711,30.033523559570312,57.54350662231445,44.13227081298828,27.285404205322266,54.120391845703125,7.748749732971191,21.854228973388672,24.113550186157227,10.373196601867676,8.37126636505127,45.300601959228516,34.873451232910156,11.091545104980469,29.6499080657959,20.94972038269043,12.917611122131348,8.136125564575195,88.88833618164062,13.979573249816895,15.809880256652832,24.06686019897461,39.8873291015625,37.316593170166016,10.203495979309082
2023-02-01,12.525304794311523,13.640000343322754,85.69061279296875,19.550172805786133,12.549744606018066,11.609999656677246,12.495034217834473,36.96989059448242,11.749274253845215,12.980430603027344,30.709196090698242,13.155424118041992,20.9340877532959,27.835620880126953,8.569999694824219,23.799999237060547,11.199999809265137,11.666668891906738,11.506073951721191,4.55717134475708,10.224410057067871,4.62741231918335,2.3499999046325684,30.48479652404785,7.506760120391846,16.08194351196289,15.585062980651855,12.634942054748535,16.880451202392578,4.144305229187012,14.252690315246582,15.246383666992188,7.278071880340576,4.493499279022217,36.30186462402344,39.562313079833984,40.651214599609375,16.31999969482422,12.239999771118164,40.02782440185547,27.608461380004883,13.741159439086914,14.476876258850098,28.082504272460938,6.639999866485596,11.32398796081543,7.46999979019165,5.050000190734863,44.40869140625,19.087650299072266,25.299999237060547,7.1602253913879395,23.10336685180664,19.039180755615234,18.278732299804688,20.75213050842285,6.26496696472168,33.08169174194336,4.012537002563477,7.159788131713867,8.064018249511719,6.900000095367432,22.727678298950195,14.0,20.25,22.865901947021484,19.865211486816406,7.280592918395996,41.03409194946289,24.220462799072266,6.263732433319092,23.35974884033203,18.068016052246094,2.954651117324829,31.44247055053711,29.10151481628418,56.88264846801758,43.384098052978516,26.08635711669922,54.062049865722656,7.748749732971191,21.926651000976562,25.25125503540039,10.471988677978516,8.285746574401855,45.68169021606445,34.1868896484375,10.875170707702637,29.718929290771484,20.665748596191406,12.614013671875,8.02166748046875,87.90078735351562,14.08475399017334,15.329630851745605,23.92933464050293,38.380348205566406,37.46297073364258,10.252882957458496
2023-02-02,12.458781242370605,13.4399995803833,86.08877563476562,19.44062042236328,12.509051322937012,12.4399995803833,12.582141876220703,36.27113723754883,11.822219848632812,13.17798137664795,30.600208282470703,12.947955131530762,20.12291717529297,26.744895935058594,7.909999847412109,22.450000762939453,11.399999618530273,10.97600269317627,11.45686149597168,4.697824954986572,10.224410057067871,4.298121452331543,2.4000000953674316,29.94451141357422,7.285407543182373,16.11155891418457,15.22591781616211,12.60084056854248,15.959367752075195,4.254819869995117,14.357419967651367,15.275555610656738,7.063724517822266,4.523191928863525,35.87236022949219,38.74761962890625,39.48837661743164,16.520000457763672,12.050000190734863,41.00250244140625,27.66762351989746,13.84001636505127,14.755277633666992,26.81476593017578,6.559999942779541,10.782093048095703,8.449999809265137,5.110000133514404,43.4810905456543,18.620197296142578,24.350000381469727,7.194815158843994,23.31608772277832,18.793025970458984,17.655803680419922,20.867101669311523,6.532615661621094,32.84567642211914,4.059302806854248,7.130202293395996,7.735888957977295,6.96999979019165,22.61220932006836,14.15999984741211,19.6200008392334,21.78119659423828,18.945741653442383,7.4800615310668945,39.985774993896484,24.191926956176758,6.00806999206543,22.960437774658203,18.337093353271484,2.8608524799346924,30.545522689819336,27.589374542236328,58.45705032348633,42.7639045715332,25.944734573364258,54.16900634765625,7.579214572906494,21.77754783630371,24.86559295654297,10.580659866333008,8.238236427307129,43.9912223815918,33.86711883544922,10.734057426452637,30.083759307861328,20.57414436340332,12.506285667419434,7.544754505157471,83.83775329589844,14.11344051361084,15.636992454528809,24.302616119384766,37.69361877441406,37.12142562866211,10.193617820739746
2023-02-03,12.335238456726074,12.699999809265137,84.03002166748047,19.042247772216797,12.386971473693848,11.420000076293945,11.720748901367188,36.04127883911133,11.567268371582031,12.884925842285156,30.516368865966797,12.787638664245605,19.61471176147461,26.833574295043945,7.730000019073486,22.020000457763672,10.699999809265137,10.668002128601074,11.072997093200684,4.632186412811279,10.000581741333008,4.289455413818359,2.2300000190734863,29.111194610595703,7.1795430183410645,15.381011962890625,15.027440071105957,12.2001371383667,16.077922821044922,4.015370845794678,13.786169052124023,14.731040954589844,6.966293811798096,4.2361626625061035,35.42418670654297,37.754093170166016,38.43125534057617,16.469999313354492,11.770000457763672,40.27385711669922,26.809789657592773,13.325958251953125,14.022154808044434,27.147003173828125,6.429999828338623,10.869751930236816,7.78000020980835,4.630000114440918,43.37480545043945,18.04561996459961,23.459999084472656,7.125634670257568,23.232851028442383,18.641544342041016,17.962617874145508,19.410810470581055,5.937839984893799,32.84567642211914,3.9938299655914307,6.9921345710754395,7.656342029571533,6.570000171661377,21.688474655151367,14.0,18.90999984741211,22.042476654052734,19.154359817504883,7.160911560058594,40.10558319091797,23.982635498046875,5.634409427642822,22.45654296875,17.97832489013672,2.898372173309326,29.136032104492188,27.113861083984375,56.29953384399414,41.82868957519531,25.585968017578125,52.020137786865234,7.379761695861816,21.77754783630371,24.75953483581543,9.91875171661377,8.152719497680664,45.25174331665039,33.603790283203125,10.48005199432373,29.29493522644043,20.317655563354492,12.075371742248535,7.468448638916016,83.6590576171875,13.750085830688477,15.03187370300293,23.34976577758789,37.149967193603516,36.99456787109375,8.889782905578613
2023-02-06,12.373251914978027,12.399999618530273,82.94239044189453,19.1418399810791,12.378833770751953,11.420000076293945,11.720748901367188,36.24355697631836,11.586152076721191,12.83765983581543,30.66727638244629,12.712194442749023,19.644033432006836,26.461132049560547,7.170000076293945,21.989999771118164,10.600000381469727,10.518668174743652,11.20095157623291,4.791593551635742,10.143831253051758,4.254793167114258,2.2200000286102295,29.285181045532227,7.285407543182373,15.074971199035645,15.093599319458008,12.25981616973877,15.749616622924805,3.95090389251709,13.367252349853516,14.75048828125,7.034494876861572,4.097596168518066,35.65761184692383,37.962730407714844,38.7099494934082,16.459999084472656,11.75,39.63984680175781,26.553424835205078,12.752586364746094,13.77159309387207,26.928428649902344,6.369999885559082,10.821938514709473,7.619999885559082,4.599999904632568,43.58738327026367,18.483856201171875,22.920000076293945,7.134281635284424,23.242095947265625,18.101896286010742,17.748779296875,19.35332679748535,5.749495029449463,33.03252410888672,3.862884998321533,6.824481010437012,7.139290809631348,6.460000038146973,22.131099700927734,14.199999809265137,18.84000015258789,22.842151641845703,19.919300079345703,7.081124782562256,41.133934020996094,24.13484764099121,5.349247455596924,22.46605110168457,17.48003578186035,2.954651117324829,28.89947509765625,27.655948638916016,56.18291091918945,42.97063446044922,26.001384735107422,52.03958511352539,7.379761695861816,21.935171127319336,25.08734893798828,9.59273624420166,8.171724319458008,44.90974044799805,33.94236373901367,10.536497116088867,29.659767150878906,20.299333572387695,12.594426155090332,7.3158369064331055,82.61508178710938,13.941325187683105,15.617781639099121,22.888072967529297,36.816139221191406,36.66276931762695,8.820640563964844
2023-02-07,12.316232681274414,12.15999984741211,81.08756256103516,18.773345947265625,12.053289413452148,11.0600004196167,11.507821083068848,35.74706268310547,11.510611534118652,12.762033462524414,30.86848258972168,12.90080451965332,19.70267105102539,26.487735748291016,6.679999828338623,22.1299991607666,10.399999618530273,10.528000831604004,11.082839012145996,4.735332489013672,9.821521759033203,4.272124290466309,2.200000047683716,28.66248321533203,7.092926025390625,14.808419227600098,15.131404876708984,12.268342018127441,15.767857551574707,3.821969985961914,13.357731819152832,14.594913482666016,6.839633941650391,3.929337501525879,34.88264846801758,36.631404876708984,37.38374328613281,16.969999313354492,11.59000015258789,38.22988510131836,26.080137252807617,12.703158378601074,13.920074462890625,27.313121795654297,6.25,10.965381622314453,7.440000057220459,4.650000095367432,43.00762939453125,18.386470794677734,22.350000381469727,7.056452751159668,22.70566749572754,17.78946876525879,17.916135787963867,18.94135093688965,5.352977752685547,33.05218505859375,3.7880589962005615,6.824481010437012,6.771388053894043,6.360000133514404,22.034875869750977,13.90999984741211,18.3799991607666,22.723386764526367,19.795673370361328,6.881656169891357,41.5632438659668,24.258516311645508,5.339413642883301,22.542112350463867,17.649452209472656,2.9358911514282227,28.327795028686523,28.10293197631836,55.67754364013672,43.010013580322266,26.2657413482666,50.24075698852539,7.369789123535156,21.854228973388672,25.366952896118164,9.424789428710938,8.209731101989746,45.0074577331543,33.41569137573242,10.310715675354004,28.890663146972656,20.13444709777832,12.3789701461792,7.229992389678955,83.16058349609375,13.950887680053711,15.291210174560547,22.446029663085938,36.58723449707031,36.76035690307617,8.672476768493652
2023-02-08,12.534807205200195,12.449999809265137,81.97128295898438,18.683712005615234,12.167229652404785,10.800000190734863,11.730427742004395,36.592926025390625,11.9260892868042,13.385954856872559,31.061302185058594,12.665043830871582,20.513843536376953,26.4522647857666,6.900000095367432,22.540000915527344,10.399999618530273,10.313334465026855,11.17142391204834,4.904116630554199,9.973725318908691,4.3154520988464355,2.2300000190734863,28.845630645751953,7.256534576416016,14.403656005859375,15.310977935791016,12.285392761230469,15.786094665527344,3.8680179119110107,13.93850326538086,15.197768211364746,6.917578220367432,4.028313159942627,35.53623580932617,37.03874969482422,37.58555603027344,16.639999389648438,11.729999542236328,39.15724563598633,26.583005905151367,13.256757736206055,14.124236106872559,27.225690841674805,6.260000228881836,10.925536155700684,7.039999961853027,4.480000019073486,43.58738327026367,18.766277313232422,23.389999389648438,7.653138637542725,24.58316421508789,17.81787109375,17.897537231445312,19.257516860961914,5.50167179107666,33.43571853637695,3.94706392288208,6.9921345710754395,6.970253944396973,6.400000095367432,22.881633758544922,14.430000305175781,17.43000030517578,23.182605743408203,20.127918243408203,6.921550273895264,42.48176574707031,24.58196449279785,5.427912712097168,22.684720993041992,17.739145278930664,3.095348596572876,28.219371795654297,28.559425354003906,56.90208435058594,43.89600372314453,27.15322494506836,51.09641647338867,7.619105339050293,22.101314544677734,27.430248260498047,9.53346061706543,8.029192924499512,44.89997100830078,33.810699462890625,10.38597583770752,30.0443172454834,20.290172576904297,12.946991920471191,7.258607387542725,83.44274139404297,13.960448265075684,15.771462440490723,22.5933780670166,36.99735641479492,36.7505989074707,8.761375427246094
2023-02-09,12.373251914978027,11.779999732971191,78.76661682128906,18.444686889648438,12.118398666381836,9.520000457763672,11.275534629821777,36.39984893798828,11.652251243591309,13.045635223388672,29.434885025024414,12.363269805908203,20.31838035583496,26.283777236938477,6.880000114440918,22.15999984741211,10.100000381469727,10.25733470916748,10.935198783874512,4.847855091094971,9.723037719726562,4.237462520599365,2.180000066757202,27.37129783630371,7.073678493499756,13.712596893310547,14.725001335144043,12.055201530456543,15.585463523864746,3.6193599700927734,14.024189949035645,14.85744571685791,6.7129740715026855,3.9095423221588135,34.9480094909668,36.224056243896484,37.124263763427734,16.25,11.460000038146973,36.9713249206543,25.853351593017578,12.950301170349121,13.790152549743652,25.06616973876953,6.130000114440918,10.072850227355957,6.650000095367432,4.489999771118164,43.36514663696289,17.96771240234375,22.6200008392334,7.454242706298828,23.97274398803711,17.60958480834961,18.036998748779297,18.44314193725586,5.422368049621582,33.17020034790039,3.8441779613494873,6.4990363121032715,6.681899070739746,6.059999942779541,22.256187438964844,14.640000343322754,17.690000534057617,23.182605743408203,20.035200119018555,6.462773323059082,41.8927116394043,24.13484764099121,5.290248394012451,22.561124801635742,16.931913375854492,3.0765888690948486,27.696971893310547,28.05537986755371,55.07500076293945,42.79343795776367,27.115459442138672,50.63941955566406,7.05066442489624,21.982030868530273,27.314550399780273,8.693726539611816,7.829651832580566,45.24197006225586,33.46271896362305,10.169602394104004,29.265356063842773,19.969560623168945,12.545459747314453,7.086918830871582,83.13236999511719,13.262425422668457,15.041479110717773,21.778051376342773,36.68260955810547,37.06287384033203,8.218110084533691
