date,ABEV3,ALPA4,ALSO3,ARZZ3,ASAI3,AURE3,AZUL4,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRFS3,BRKM5,CASH3,CBAV3,CCRO3,CIEL3,CMIG4,CMIN3,COGN3,CPFE3,CPLE6,CRFB3,CSAN3,CSMG3,CSNA3,CVCB3,CYRE3,DIRR3,DXCO3,ECOR3,EGIE3,ELET3,ELET6,EMBR3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GMAT3,GOAU4,GOLL4,HAPV3,HYPE3,IGTI11,IRBR3,ITSA4,ITUB4,JBSS3,KLBN11,LREN3,LWSA3,MDIA3,MGLU3,MOVI3,MRFG3,MRVE3,MULT3,NTCO3,PCAR3,PETR3,PETR4,PETZ3,PRIO3,PSSA3,QUAL3,RADL3,RAIL3,RAIZ4,RDOR3,RECV3,RENT3,RRRP3,SANB11,SBSP3,SIMH3,SLCE3,SMTO3,SOMA3,STBP3,SUZB3,TAEE11,TIMS3,TOTS3,TRPL4,UGPA3,USIM5,VALE3,VAMO3,VBBR3,VIVA3,VIVT3,WEGE3,YDUQ3
2022-11-10,15.18966007232666,16.010000228881836,18.60706329345703,83.40438079833984,19.403541564941406,12.368095397949219,12.489999771118164,12.883607864379883,33.23465347290039,11.982566833496094,13.915645599365234,27.0078182220459,12.947955131530762,25.230810165405273,21.6615047454834,11.0,28.899999618530273,10.899999618530273,10.199189186096191,11.082839965820312,4.734976291656494,9.77543830871582,3.1691975593566895,2.640000104904175,30.127660751342773,6.962733745574951,15.621319770812988,16.407320022583008,13.36062240600586,10.702984809875488,5.71999979019165,14.689041137695312,13.373887062072754,8.065110206604004,4.544248580932617,36.26883316040039,44.70879364013672,46.63837814331055,13.449999809265137,13.170000076293945,43.176700592041016,28.154462814331055,16.99428367614746,16.439302444458008,23.178306579589844,6.449999809265137,9.339754104614258,8.1899995803833,6.380000114440918,45.832664489746094,18.636554718017578,25.799999237060547,7.805070877075195,25.843135833740234,22.602602005004883,21.223854064941406,24.103757858276367,8.881978034973145,39.736228942871094,3.9800000190734863,10.1404390335083,9.57680892944336,8.880000114440918,22.343631744384766,13.020000457763672,19.100000381469727,20.9609432220459,17.708696365356445,8.433988571166992,36.58000183105469,21.642684936523438,6.61759614944458,23.165014266967773,19.532991409301758,3.8285772800445557,31.8470458984375,31.044069290161133,63.26191329956055,43.4900016784668,26.370609283447266,53.887027740478516,8.756949424743652,37.025054931640625,25.429004669189453,12.279889106750488,7.359416484832764,53.169063568115234,35.253360748291016,12.717449188232422,30.892271041870117,22.196455001831055,12.96657943725586,6.943845272064209,69.87777709960938,13.958677291870117,16.379776000976562,22.504968643188477,37.8399772644043,38.62343978881836,11.665371894836426
2022-11-11,15.28465461730957,16.6200008392334,17.683517456054688,83.5005111694336,19.234554290771484,12.467618942260742,13.010000228881836,12.176992416381836,32.493656158447266,12.122442245483398,14.149130821228027,27.39557456970215,14.30593490600586,24.786638259887695,23.35422134399414,11.329999923706055,31.8799991607666,11.0,11.543627738952637,11.220636367797852,4.777275562286377,9.89365291595459,3.2962417602539062,2.490000009536743,31.3547420501709,7.110288619995117,16.682390213012695,17.106708526611328,13.396854400634766,12.501669883728027,5.789999961853027,13.993244171142578,13.03954029083252,8.221208572387695,4.712188720703125,37.939537048339844,44.77833938598633,46.965126037597656,13.930000305175781,13.119999885559082,44.07340621948242,28.1840763092041,16.43500328063965,16.051626205444336,25.264760971069336,6.380000114440918,10.098275184631348,8.5600004196167,6.289999961853027,45.42491912841797,17.9793701171875,24.600000381469727,7.650859832763672,25.01038932800293,25.295988082885742,22.40190887451172,23.5186710357666,8.00964069366455,38.890777587890625,3.4600000381469727,9.869511604309082,10.399194717407227,8.899999618530273,21.798898696899414,12.880000114440918,19.760000228881836,21.673995971679688,18.298534393310547,8.105390548706055,37.70000076293945,22.039886474609375,6.676594257354736,22.138839721679688,19.891759872436523,3.856522798538208,30.897567749023438,31.74325942993164,62.65794372558594,43.5099983215332,27.105220794677734,55.03438949584961,8.015000343322754,37.77980041503906,26.973886489868164,11.795805931091309,7.203281879425049,54.93256378173828,36.2910270690918,12.81151294708252,30.491073608398438,22.588043212890625,13.671710014343262,7.678290367126465,77.14207458496094,13.128965377807617,16.22722816467285,22.24956512451172,38.77707290649414,39.3716926574707,12.643247604370117
2022-11-14,15.15166187286377,17.010000228881836,17.800174713134766,84.86558532714844,19.483062744140625,12.512857437133789,13.859999656677246,12.070517539978027,33.29867935180664,12.215691566467285,14.15847110748291,27.94565200805664,14.041884422302246,25.346681594848633,23.715688705444336,11.420000076293945,31.149999618530273,12.199999809265137,11.812515258789062,11.319063186645508,4.777275562286377,9.848185539245605,3.2962417602539062,2.4600000381469727,31.42799949645996,7.110288619995117,16.59396743774414,16.75701332092285,13.514609336853027,12.112764358520508,6.010000228881836,14.621394157409668,12.94666576385498,8.13448715209961,4.7319464683532715,37.83856201171875,45.175750732421875,47.04200744628906,13.079999923706055,13.0600004196167,45.1243782043457,28.25318145751953,16.385944366455078,16.125471115112305,25.329708099365234,6.380000114440918,10.167231559753418,9.039999961853027,6.400000095367432,46.191871643066406,18.361909866333008,28.200000762939453,7.746063232421875,24.93553352355957,24.513450622558594,22.166297912597656,24.16131019592285,8.32685375213623,39.63676071166992,3.619999885559082,9.908215522766113,9.629866600036621,9.039999961853027,22.314960479736328,13.34000015258789,20.780000686645508,22.274091720581055,18.779897689819336,8.15517807006836,38.5,21.662059783935547,6.627429008483887,22.651927947998047,19.911691665649414,3.8378922939300537,31.15471649169922,30.97881317138672,63.70029067993164,43.45000076293945,27.293581008911133,56.22064208984375,7.985713005065918,37.69499588012695,26.68955421447754,12.052665710449219,7.432868480682373,54.45161056518555,36.97056579589844,12.745667457580566,31.958873748779297,22.635799407958984,13.436666488647461,7.468448638916016,78.0887680053711,13.56822395324707,16.265363693237305,23.064891815185547,37.896202087402344,40.03133010864258,12.327165603637695
2022-11-16,14.66718864440918,16.799999237060547,16.769689559936523,82.76028442382812,19.522823333740234,12.59428596496582,13.079999923706055,12.00275993347168,32.24666213989258,12.131767272949219,14.205167770385742,27.088977813720703,12.740487098693848,23.734149932861328,24.22702980041504,11.180000305175781,30.15999984741211,11.300000190734863,11.64561939239502,11.387962341308594,4.721182346343994,9.529914855957031,3.3660035133361816,2.4000000953674316,30.66794204711914,6.888956546783447,16.42694664001465,16.123781204223633,13.414971351623535,11.975027084350586,5.730000019073486,13.732320785522461,12.212960243225098,7.744239807128906,4.564006805419922,36.39735412597656,43.51655578613281,45.61969757080078,14.380000114440918,12.569999694824219,43.69736862182617,27.00933074951172,15.807039260864258,15.811637878417969,24.8182430267334,6.150000095367432,9.960362434387207,8.430000305175781,5.699999809265137,43.813350677490234,17.66549301147461,25.799999237060547,7.607585430145264,24.57998275756836,23.394237518310547,21.751619338989258,23.115821838378906,7.652775287628174,38.29398727416992,3.3299999237060547,9.066404342651367,8.975494384765625,8.640000343322754,21.263721466064453,12.720000267028809,19.639999389648438,22.026994705200195,18.40700912475586,7.786751747131348,36.27000045776367,21.507055282592773,6.401270866394043,22.357376098632812,19.13435935974121,3.7540550231933594,29.512914657592773,29.412626266479492,59.024322509765625,41.380001068115234,26.370609283447266,55.42332458496094,7.478064060211182,36.92329025268555,24.97406578063965,11.548824310302734,7.193715572357178,55.262630462646484,34.38273239135742,12.360005378723145,29.620180130004883,21.929027557373047,12.614013671875,7.497063636779785,77.2732925415039,12.836125373840332,15.807723045349121,22.141511917114258,36.790428161621094,38.111480712890625,12.238268852233887
2022-11-17,14.629190444946289,15.699999809265137,16.54609489440918,83.67355346679688,19.38365936279297,12.413333892822266,13.170000076293945,11.276785850524902,31.560562133789062,12.308940887451172,14.51336669921875,26.998802185058594,12.165230751037598,23.125829696655273,24.22702980041504,10.449999809265137,29.670000076293945,11.199999809265137,10.69987678527832,11.348591804504395,4.702485084533691,9.311673164367676,3.278801202774048,2.3499999046325684,30.576366424560547,6.722957611083984,15.984834671020508,16.161588668823242,13.188519477844238,11.83729076385498,5.519999980926514,13.23946475982666,12.361559867858887,7.48407506942749,4.4553399085998535,36.25965881347656,43.53642654418945,45.26411437988281,13.890000343322754,12.600000381469727,42.06787872314453,27.078432083129883,15.090768814086914,15.968555450439453,24.647754669189453,6.170000076293945,9.945037841796875,8.350000381469727,5.5,44.133724212646484,17.24371910095215,24.299999237060547,7.642205715179443,24.72968864440918,22.665241241455078,21.082487106323242,23.259695053100586,7.484256267547607,37.46843338012695,3.390000104904175,8.727745056152344,8.957809448242188,8.609999656677246,21.101255416870117,12.84000015258789,18.510000228881836,21.857553482055664,18.413789749145508,7.697134017944336,35.79999923706055,21.26485824584961,5.722795009613037,21.85378646850586,18.815452575683594,3.6422715187072754,29.166748046875,28.75072479248047,58.81975173950195,38.81999969482422,26.257591247558594,53.58560562133789,7.175426483154297,36.88936996459961,24.016807556152344,11.341361045837402,7.174583435058594,54.64021682739258,34.28138732910156,12.171875953674316,28.85692596435547,21.795312881469727,12.858851432800293,7.544754505157471,77.89192199707031,12.474957466125488,15.998407363891602,21.640527725219727,36.36874008178711,38.938499450683594,11.665371894836426
2022-11-18,14.838179588317871,15.850000381469727,16.915512084960938,84.98094940185547,19.035747528076172,12.458572387695312,13.09000015258789,11.489738464355469,31.450788497924805,12.364891052246094,14.578742980957031,27.197189331054688,12.476434707641602,24.15900993347168,23.874380111694336,10.220000267028809,29.299999237060547,11.0,10.82968521118164,11.151737213134766,4.739880084991455,9.402606964111328,3.165438413619995,2.259999990463257,30.87856101989746,6.603069305419922,15.523073196411133,16.114330291748047,13.170403480529785,11.415976524353027,5.639999866485596,13.15248966217041,12.565882682800293,7.258598327636719,4.405945777893066,36.39735412597656,43.74506759643555,45.6773567199707,14.199999809265137,12.75,42.51140594482422,27.157407760620117,14.897789001464844,15.78394603729248,24.217472076416016,6.190000057220459,9.761154174804688,8.350000381469727,5.679999828338623,43.395896911621094,17.57721519470215,22.200000762939453,7.71144437789917,24.92617416381836,21.83209800720215,20.87514877319336,23.250104904174805,7.335562229156494,37.955810546875,3.1500000953674316,8.601957321166992,8.754423141479492,8.399999618530273,21.20638084411621,12.3100004196167,18.059999465942383,21.45513916015625,18.1019229888916,7.3486223220825195,34.5,21.0323486328125,5.919454574584961,22.043821334838867,19.194154739379883,3.791315793991089,28.23705291748047,29.45923614501953,58.663883209228516,38.18000030517578,26.332935333251953,53.682838439941406,7.146139621734619,36.601036071777344,26.481042861938477,11.351240158081055,7.241546154022217,54.291290283203125,33.995792388916016,12.059000015258789,28.876497268676758,21.814416885375977,12.868644714355469,7.229992389678955,75.76419830322266,12.455434799194336,16.370241165161133,22.161155700683594,36.27501678466797,38.672664642333984,11.161617279052734
2022-11-21,14.885677337646484,16.389999389648438,17.819618225097656,89.82601928710938,19.592405319213867,13.028571128845215,13.34000015258789,11.663971900939941,32.20092010498047,12.26231575012207,14.476008415222168,27.46771812438965,12.259535789489746,24.400407791137695,23.415937423706055,10.5600004196167,29.469999313354492,11.100000381469727,10.328997611999512,11.319063186645508,4.898810863494873,10.111896514892578,3.1043968200683594,2.309999942779541,31.153282165527344,8.060171127319336,15.925886154174805,15.84969711303711,14.067150115966797,11.286341667175293,5.71999979019165,14.205848693847656,13.225288391113281,7.4580583572387695,4.524491310119629,36.88387680053711,45.32477951049805,47.05161666870117,14.359999656677246,12.850000381469727,43.967342376708984,27.37458610534668,15.668875694274902,16.190082550048828,24.436674118041992,6.329999923706055,9.937376022338867,8.670000076293945,5.599999904632568,44.211387634277344,18.548274993896484,23.700000762939453,7.723935604095459,25.00103187561035,22.229734420776367,20.149463653564453,24.084577560424805,7.702340126037598,38.10500717163086,3.380000114440918,9.12446117401123,8.665995597839355,8.619999885559082,22.506093978881836,12.640000343322754,18.399999618530273,21.377479553222656,18.156160354614258,7.776793956756592,34.4900016784668,21.68143653869629,6.0767822265625,22.347875595092773,19.762205123901367,3.7540550231933594,28.504093170166016,29.552465438842773,60.027706146240234,37.650001525878906,26.21992301940918,57.611087799072266,7.497589111328125,37.00809097290039,26.53790855407715,11.706892967224121,7.270244121551514,52.73525619506836,34.18004608154297,12.171875953674316,29.72781753540039,22.454330444335938,12.946992874145508,7.058304309844971,74.91122436523438,12.826364517211914,16.46558380126953,22.838958740234375,36.50930404663086,38.879425048828125,11.398677825927734
2022-11-22,14.876177787780762,16.530000686645508,17.547412872314453,85.4520034790039,19.353837966918945,12.530952453613281,12.6899995803833,11.6058931350708,31.291061401367188,12.280963897705078,14.419970512390137,27.296382904052734,12.004914283752441,23.347915649414062,23.556995391845703,10.15999984741211,29.309999465942383,11.300000190734863,10.04156494140625,11.082839965820312,4.79597282409668,10.084615707397461,3.113116979598999,2.299999952316284,30.887718200683594,8.00946044921875,15.523073196411133,15.896953582763672,13.596132278442383,11.683348655700684,5.539999961853027,13.732320785522461,12.621606826782227,7.4407148361206055,4.396066665649414,37.04172897338867,45.25523376464844,46.93629455566406,14.289999961853027,12.8100004196167,43.060997009277344,27.315357208251953,15.352532386779785,15.867018699645996,25.31097412109375,6.110000133514404,10.248167991638184,8.319999694824219,5.400000095367432,43.04639434814453,18.018606185913086,23.100000381469727,7.6629815101623535,24.589338302612305,22.04038429260254,20.19658660888672,23.691322326660156,7.414865493774414,36.55335235595703,3.3399999141693115,8.863208770751953,8.383023262023926,8.470000267028809,21.9135799407959,12.380000114440918,18.1299991607666,21.47979736328125,18.07781982421875,7.537814617156982,35.470001220703125,21.603931427001953,5.909621715545654,21.52123260498047,19.443300247192383,3.7540550231933594,28.009572982788086,28.219341278076172,59.05354690551758,36.939998626708984,26.191665649414062,57.231876373291016,7.2828145027160645,36.804561614990234,26.83172035217285,11.212931632995605,7.212847709655762,52.88615036010742,34.0234260559082,12.13425064086914,28.847139358520508,22.15825080871582,13.270177841186523,7.33491325378418,75.11743927001953,12.523763656616211,16.093748092651367,22.102218627929688,36.34999465942383,38.29854202270508,11.260391235351562
2022-11-23,14.933174133300781,16.200000762939453,17.36270523071289,82.45266723632812,19.234554290771484,12.205238342285156,12.579999923706055,11.6058931350708,31.677141189575195,12.234342575073242,14.317239761352539,27.954669952392578,11.806876182556152,23.811399459838867,23.750953674316406,10.170000076293945,29.1200008392334,11.0,9.726317405700684,10.95488452911377,4.468762397766113,9.975494384765625,3.1218373775482178,2.299999952316284,30.997604370117188,7.749538421630859,15.552547454833984,15.575611114501953,13.668596267700195,11.70765495300293,5.139999866485596,13.326438903808594,12.45443344116211,7.249927043914795,4.247885227203369,36.576026916503906,44.927371978759766,46.71525955200195,14.180000305175781,12.630000114440918,42.75245666503906,27.562152862548828,15.184473991394043,15.608569145202637,25.6694393157959,5.989999771118164,10.311919212341309,8.130000114440918,5.329999923706055,42.28915023803711,17.89109230041504,22.799999237060547,7.610731601715088,24.33670997619629,22.002513885498047,19.989248275756836,23.230920791625977,7.454517364501953,37.3590202331543,3.380000114440918,8.863208770751953,8.648308753967285,8.3100004196167,21.693775177001953,11.859999656677246,18.06999969482422,21.487735748291016,18.163055419921875,7.388452529907227,35.27000045776367,22.10770034790039,5.722795009613037,21.378705978393555,19.313743591308594,3.726109027862549,29.008502960205078,27.501502990722656,57.85533142089844,35.459999084472656,26.398862838745117,57.368003845214844,7.243764400482178,37.11833953857422,26.736942291259766,10.728848457336426,7.203281879425049,52.5372200012207,33.81153106689453,12.162470817565918,28.573152542114258,22.081844329833984,12.956785202026367,7.3158369064331055,75.85792541503906,12.592092514038086,15.636106491088867,21.463708877563477,36.53741455078125,38.33791732788086,11.260391235351562
2022-11-24,15.23715877532959,16.790000915527344,18.06265640258789,87.19198608398438,19.691808700561523,12.648571014404297,12.850000381469727,12.254429817199707,32.191917419433594,12.44881534576416,14.606760025024414,28.594921112060547,12.18409252166748,24.979759216308594,23.90964698791504,10.5600004196167,29.270000457763672,11.899999618530273,10.245549201965332,11.387962341308594,4.665088653564453,10.375604629516602,3.174158811569214,2.369999885559082,31.53788948059082,8.028714179992676,15.945535659790039,16.161588668823242,14.139615058898926,12.04794692993164,5.400000095367432,13.848286628723145,13.503911972045898,7.4580583572387695,4.47509765625,37.172122955322266,46.49714279174805,47.685890197753906,14.5,13.029999732971191,43.967342376708984,28.27292251586914,15.817160606384277,16.06085777282715,25.922985076904297,6.260000228881836,10.383642196655273,8.300000190734863,5.590000152587891,43.78422164916992,18.685598373413086,24.0,7.86326265335083,25.206878662109375,22.371746063232422,20.064645767211914,24.52579116821289,7.632949352264404,37.85634231567383,3.5999999046325684,9.34700870513916,8.701366424560547,8.550000190734863,22.56343650817871,12.180000305175781,18.68000030517578,22.321212768554688,18.79070281982422,7.816623687744141,36.5099983215332,22.78585433959961,6.096447944641113,22.091331481933594,19.891759872436523,3.8658382892608643,31.016252517700195,27.54811668395996,59.81339645385742,37.400001525878906,26.898019790649414,58.807064056396484,7.722126007080078,38.36494445800781,27.390913009643555,11.64761734008789,7.432868480682373,52.763553619384766,34.36431121826172,12.463476181030273,29.806100845336914,22.416126251220703,13.701090812683105,7.439834117889404,76.34532165527344,13.148487091064453,16.484651565551758,22.780019760131836,37.00596618652344,39.14524459838867,11.665371894836426
